T_h0,T_h20,T_h50,T_h70,T_h90,T_h120,rho_h0,rho_h40,rho_h90,rho_h120,parts_n2,cp,gamma,res,mod,Xi,lambda,phi,
277.52,232.9,298.18,251.43,201.79,329.81,1.2967,0.0048151,3.7933e-06,3.0173e-08,0.84863,1378.4,-1.811,7567.1,270.6,33.318,6.5862,45.042
258.62,209.91,211.11,251.96,193.13,341.13,1.362,0.0031442,3.4387e-06,2.3793e-08,0.8531,1459,-0.87375,7599,244.56,39.463,19.385,55.286
301.87,229.09,252.73,217.93,154.65,332.16,1.2243,0.0047663,3.0382e-06,2.6857e-08,0.74476,1450.3,-1.0102,7600.6,269.91,41.909,18.939,53.146
310.88,218.86,240.17,197.44,158.46,418.76,1.1634,0.004374,3.3845e-06,2.9443e-08,0.77,1339.3,-1.0022,7611.6,247.33,36.517,15.492,53.438
308.39,220.92,273.96,255.69,164.89,377.42,1.3085,0.0038781,3.6294e-06,1.9171e-08,0.71079,1406.2,-2.0583,7643.4,212.99,38.688,7.7302,43.769
278.35,198.67,261.22,171.13,206.01,337.8,1.235,0.0037277,3.6821e-06,2.1998e-08,0.83082,1437.8,-1.9963,7595.1,208.38,35.29,6.498,43.95
307.09,207.28,289.22,219.1,220.92,310.98,1.2052,0.0033961,5.2448e-06,2.9126e-08,0.87374,1316.9,-1.2996,7576,280.01,37.314,11.538,48.615
294.03,197.48,262.92,195.41,145.57,372.7,1.2532,0.0040167,2.6998e-06,3.0637e-08,0.82441,1370.2,-1.5265,7590.2,207.6,35.399,9.1782,47.061
263.37,208.21,246.87,202.66,134.93,384.11,1.277,0.00399,3.4791e-06,2.1009e-08,0.88001,1373.8,-0.72241,7628,238.97,35.417,20.833,59.922
274.12,209.52,247.6,279.15,226.39,367.69,1.0993,0.0035673,3.3941e-06,2.8957e-08,0.70308,1308.6,-0.83798,7614.9,273.17,39.477,21.428,57.244
277.39,219.84,260.48,237.55,150.96,371.38,1.1401,0.0038326,3.8317e-06,3.0195e-08,0.71623,1485.9,-2.0514,7598.7,243.59,37.468,7.1249,43.66
273.94,218.23,271.03,236.65,223.17,371.67,1.204,0.0043126,3.6099e-06,1.9851e-08,0.8878,1475.2,-1.6003,7612.2,258.7,35.077,8.9993,47.034
276.75,216.54,259.36,258.05,163.11,347.9,1.1538,0.0034129,3.3847e-06,2.363e-08,0.88468,1386,-0.86963,7640.5,297.97,37.389,21.345,58.808
249.88,213.55,266.88,222.9,178.47,371.09,1.2642,0.0033747,2.9312e-06,2.1294e-08,0.76376,1384.8,-1.5157,7558.6,226.25,41.01,11.253,46.276
258.67,227.34,277.01,215.27,189.56,320.87,1.2165,0.004802,3.559e-06,2.5207e-08,0.74632,1397.8,-1.7481,7617.9,239.55,36.674,8.5477,45.645
320.47,195.42,314.59,224.44,210,318.4,1.166,0.003861,3.7536e-06,1.6649e-08,0.84425,1321.4,-1.8075,7599.4,277.91,40.15,9.5806,45.021
301.65,228.06,256.98,222.43,161.39,326.96,1.3175,0.004,3.467e-06,2.9556e-08,0.82197,1423.5,-2.2189,7630.5,257.67,34.829,5.9437,43.501
266.97,229.92,237.76,215.39,136.28,385.51,1.3112,0.0040006,3.4575e-06,1.2569e-08,0.83639,1308.5,-0.64289,7602.2,209.67,41.181,26.339,60.384
293.54,226.58,256.18,227.23,187.52,380.65,1.2786,0.0044489,3.4208e-06,2.4264e-08,0.86506,1316.7,-0.76634,7567.3,239.09,41.314,20.472,54.983
296.51,207.85,260.58,219.43,177.7,367.55,1.265,0.003535,3.3939e-06,1.434e-08,0.89681,1333.4,-0.71243,7587.2,219.81,37.897,20.217,57.286
268.79,239.78,292.77,153.58,196.03,325.05,1.1995,0.0040822,3.9486e-06,2.3635e-08,0.89661,1360.3,-1.9022,7616.6,253.91,39.981,8.9047,44.408
286.46,210.16,233.89,262.46,169.89,362.58,1.2813,0.0040568,2.9572e-06,2.2661e-08,0.79215,1496.3,-0.81281,7635.6,264.48,36.763,21.396,59.369
258.86,215.16,268.27,179.27,189.8,339.44,1.2156,0.0041681,2.9572e-06,2.3559e-08,0.82342,1353.1,-2.1488,7648.3,273.02,36.439,7.0366,44.039
288.57,207.64,307.56,239.52,204.68,338.1,1.257,0.0037209,3.3131e-06,2.215e-08,0.7323,1335.8,-1.3458,7559.4,259.85,37.709,11.276,48.098
293.98,220.7,279.89,178.92,159.49,348.83,1.236,0.0045644,3.326e-06,3.1308e-08,0.84367,1493.7,-1.5627,7582.5,210.56,39.11,10.059,46.035
296.37,215.07,259.18,208.28,157.59,347.67,1.2069,0.0040229,3.4617e-06,2.8057e-08,0.80361,1488.7,-1.7754,7645.8,224.07,39.761,9.9372,45.58
274.79,224,281.88,161.35,151.82,323.97,1.2652,0.0047351,3.3039e-06,2.9062e-08,0.83507,1301.3,-1.7043,7588.7,291.6,33.012,7.4102,46.255
277.76,217.67,302.72,205.37,199.74,358.43,1.0228,0.0035089,3.8675e-06,2.4726e-08,0.73054,1368.2,-1.7148,7569.2,273.84,35.428,8.0492,45.718
316.18,207.2,273.98,177.97,166.91,345.17,1.2651,0.0044711,3.6803e-06,2.3135e-08,0.82889,1429.5,-1.858,7613.6,294.52,35.089,7.6326,45.404
295.19,211.43,257.92,220.42,177.31,356.7,1.2845,0.0045234,3.3812e-06,2.6638e-08,0.78323,1468.4,-2.1658,7575.6,261.35,38.822,6.8963,42.815
281.85,235.3,257.83,197.57,141.25,382.76,1.3117,0.0039601,4.0391e-06,2.5919e-08,0.82946,1408.8,-1.9421,7602.2,299.37,35.187,7.1642,44.795
242.91,206.59,248.13,205.16,180.79,354.54,1.2791,0.0041946,3.9507e-06,3.3891e-08,0.89455,1338.4,-0.77775,7619.6,209.38,38.254,20.33,57.122
280.71,240.27,268.62,203.32,190.9,366.15,1.232,0.0036957,2.7664e-06,2.6583e-08,0.75243,1308.9,-2.0099,7574.3,244.24,39.878,8.0795,43.603
274,228.29,263.1,241.32,200.73,354.67,1.1384,0.0034784,3.338e-06,2.2809e-08,0.73941,1464.3,-1.3598,7638.8,239.12,40.691,14.414,49.585
269.55,219.77,289.41,205.65,174.04,410.08,1.3201,0.003784,3.8894e-06,2.32e-08,0.8667,1453.8,-0.83451,7636.2,298.99,38.144,22.186,59.017
314.93,219.55,245.26,161.16,176.66,377.84,1.2567,0.0042068,3.1537e-06,2.572e-08,0.71799,1322.3,-0.77259,7617.9,249.52,34.897,18.678,58.109
279.81,211.1,256.67,237.6,187.84,369.96,1.3134,0.0040901,3.8305e-06,2.8415e-08,0.89778,1300.1,-2.2309,7611.3,299,38.277,6.9006,43.054
279.04,235.01,259.81,215.93,208,363.75,1.3655,0.0045171,3.6749e-06,2.1112e-08,0.83328,1316.7,-1.7519,7616.1,272.98,41.908,10.694,45.281
320.78,227.24,275.34,232.04,195.64,327.13,1.1834,0.0046123,3.4738e-06,2.7912e-08,0.74188,1410.5,-1.7598,7553.2,261.47,36.624,7.88,44.91
261.21,217.62,232.07,162.8,155.58,335.24,1.1077,0.0031373,3.6729e-06,1.7029e-08,0.80772,1439,-1.4982,7603.6,244.52,34.239,9.3254,47.912
279.12,227.61,304.76,205.24,144.32,364.16,1.2626,0.0038865,2.8107e-06,3.5122e-08,0.71641,1321.1,-0.78408,7566.6,262.1,38.737,18.781,55.223
265.79,225.77,282.45,232.18,174.36,386.21,1.2911,0.0052544,4.1381e-06,3.0785e-08,0.80268,1335.5,-1.2972,7563.4,203.09,42.391,12.8,47.058
268.86,209.05,261.81,211.98,195.23,336.18,1.2567,0.004039,4.2946e-06,2.3934e-08,0.78921,1310.8,-0.85422,7616.3,233.08,41.985,22.064,55.964
262.15,237.09,272.44,242.18,179.33,355.94,1.294,0.0042779,2.8278e-06,1.7337e-08,0.77193,1311.3,-1.5438,7583.6,217.57,35.089,8.8735,46.877
295.59,222.39,268.21,241.53,163.15,370.37,1.2598,0.0041746,3.0625e-06,2.6634e-08,0.75999,1326.8,-0.9252,7639.5,207.15,35.425,16.952,55.834
